date_day,station,temp_F_max,temp_F_min,temp_F_mean,precip_in_sum
2015-01-08,South Baldy Ridge,39,21,28.9,0
2015-01-08,Baldy Summit,37,14,27.4,0
2015-01-08,Indian Ridge,31,19,24.6,0
2015-01-07,South Baldy Ridge,44,35,39.1,0
2015-01-07,Sanfoin Bench,35,24,28.6,0
2015-01-07,Indian Ridge,36,27,30.4,0
2015-01-07,Baldy Draw,40,28,33.6,0
2015-01-07,Orchard House,34,23,28.4,0
2015-01-07,Baldy Summit,46,34,38,0
2015-01-06,South Baldy Ridge,49,40,44,0
2015-01-06,Sanfoin Bench,41,32,37,0.4
2015-01-06,Orchard House,45,34,38.9,0.1
2015-01-06,Baldy Summit,45,36,40.3,0.2
2015-01-06,Indian Ridge,48,37,41.6,0
2015-01-06,Baldy Draw,49,40,44.4,0
2015-01-05,Sanfoin Bench,37,28,34.5,0.2
2015-01-05,South Baldy Ridge,41,30,36.1,0.4
2015-01-05,Indian Ridge,41,29,36.1,0.4
2015-01-05,Orchard House,40,23,33.4,0.5
2015-01-05,Baldy Draw,43,33,38.7,0.4
2015-01-05,Baldy Summit,37,27,32.9,0.6
2015-01-04,Baldy Draw,30,23,26.6,0
2015-01-04,Orchard House,25,21,23.2,0
2015-01-04,Indian Ridge,27,20,22.2,0
2015-01-04,Baldy Summit,27,19,23.2,0
2015-01-04,Sanfoin Bench,25,23,24,0
2015-01-04,South Baldy Ridge,29,22,25.2,0
2015-01-03,Sanfoin Bench,28,21,25.8,0.1
2015-01-03,Baldy Draw,29,24,26.4,0.1
2015-01-03,Indian Ridge,27,16,22.2,0
2015-01-03,Orchard House,27,17,22.3,0.1
2015-01-03,South Baldy Ridge,27,22,24.3,0
2015-01-03,Baldy Summit,23,19,20.3,0
2015-01-02,Baldy Draw,8,6,7,0
2015-01-02,Indian Ridge,17,4,10.3,0
2015-01-02,Orchard House,18,2,10.7,0
2015-01-02,Baldy Summit,27,11,20,0
2015-01-02,Sanfoin Bench,2,2,2,0
2015-01-02,South Baldy Ridge,30,9,20.9,0
2015-01-01,Sanfoin Bench,15,0,7.7,0
2015-01-01,Baldy Summit,15,6,10.5,0
2015-01-01,South Baldy Ridge,14,2,7,0
2015-01-01,Baldy Draw,12,0,5.8,0
2015-01-01,Orchard House,14,-2,5,0
2015-01-01,Indian Ridge,13,-2,5.3,0
2014-12-31,Orchard House,13,1,4.6,0
2014-12-31,Baldy Summit,11,-3,4.5,0
2014-12-31,South Baldy Ridge,11,-2,3.2,0
2014-12-31,Baldy Draw,9,-2,4.2,0
2014-12-31,Sanfoin Bench,12,0,6.3,0
2014-12-31,Indian Ridge,12,0,3.9,0
2014-12-30,Sanfoin Bench,6,-4,0.3,0
2014-12-30,Baldy Summit,-3,-11,-7.1,0
2014-12-30,South Baldy Ridge,1,-7,-3.1,0
2014-12-30,Baldy Draw,3,-7,-1.4,0
2014-12-30,Orchard House,6,-6,-0.6,0
2014-12-30,Indian Ridge,7,-6,-0.9,0
2014-12-29,Sanfoin Bench,13,5,10.3,0
2014-12-29,Orchard House,18,1,11.6,0
2014-12-29,Baldy Draw,12,0,6.4,0
2014-12-29,Baldy Summit,5,-10,-2,0
2014-12-29,Indian Ridge,16,1,9.8,0
2014-12-29,South Baldy Ridge,10,-4,3.7,0
2014-12-28,Indian Ridge,31,17,26.3,0
2014-12-28,Orchard House,33,18,28,0
2014-12-28,Baldy Draw,28,16,25.6,0
2014-12-28,South Baldy Ridge,26,10,21,0
2014-12-28,Sanfoin Bench,34,22,29.8,0
2014-12-28,Baldy Summit,23,5,18,0
2014-12-27,Baldy Summit,22,14,18.4,0
2014-12-27,Sanfoin Bench,34,27,31.7,0
2014-12-27,Indian Ridge,32,22,27.5,0
2014-12-27,South Baldy Ridge,26,18,22.2,0
2014-12-27,Baldy Draw,28,21,25.2,0
2014-12-27,Orchard House,33,22,28,0
2014-12-26,Orchard House,32,21,26.8,0
2014-12-26,South Baldy Ridge,24,19,21.6,0
2014-12-26,Sanfoin Bench,31,27,28.7,0
2014-12-26,Baldy Draw,28,21,24,0
2014-12-26,Indian Ridge,29,23,26.2,0
2014-12-26,Baldy Summit,21,15,18.1,0
2014-12-25,Baldy Summit,25,19,21.9,0
2014-12-25,Orchard House,34,28,30,0.1
2014-12-25,Indian Ridge,31,27,28.9,0
2014-12-25,South Baldy Ridge,27,23,24.4,0
2014-12-25,Baldy Draw,29,25,26.6,0.1
2014-12-25,Sanfoin Bench,35,28,31.2,0.1
2014-12-24,South Baldy Ridge,39,27,33.5,0
2014-12-24,Baldy Draw,40,31,36.8,0.1
2014-12-24,Orchard House,43,32,37,0.2
2014-12-24,Baldy Summit,34,24,29.7,0
2014-12-24,Indian Ridge,43,31,36.4,0
2014-12-24,Sanfoin Bench,39,32,34.7,0.1
2014-12-23,Indian Ridge,37,29,33.1,0
2014-12-23,Baldy Summit,29,21,23.6,0
2014-12-23,Sanfoin Bench,37,31,33.8,0
2014-12-23,Baldy Draw,35,27,31.9,0
2014-12-23,Orchard House,37,27,32.8,0
2014-12-23,South Baldy Ridge,34,25,29.1,0
2014-12-22,Baldy Summit,28,24,26.1,0
2014-12-22,Orchard House,40,34,36.5,0
2014-12-22,Sanfoin Bench,43,35,37.9,0
2014-12-22,South Baldy Ridge,32,28,30.7,0
2014-12-22,Baldy Draw,36,30,32.6,0
2014-12-22,Indian Ridge,39,33,36,0
2014-12-21,Indian Ridge,45,35,38.8,0.2
2014-12-21,South Baldy Ridge,39,30,34,0.2
2014-12-21,Baldy Summit,33,28,30.5,0
2014-12-21,Baldy Draw,41,33,36.1,0.3
2014-12-21,Orchard House,47,35,39.6,0.3
2014-12-21,Sanfoin Bench,47,32,39.9,0.3
2014-12-20,Baldy Summit,31,25,27.6,0
2014-12-20,Baldy Draw,37,31,34.8,0
2014-12-20,Sanfoin Bench,34,29,32.4,0
2014-12-20,South Baldy Ridge,35,28,31.6,0
2014-12-20,Orchard House,40,26,31.3,0
2014-12-20,Indian Ridge,39,28,32.3,0
2014-12-19,Indian Ridge,37,28,32.5,0
2014-12-19,Orchard House,38,29,32,0
2014-12-19,South Baldy Ridge,36,30,33.5,0
2014-12-19,Sanfoin Bench,39,28,31.9,0
2014-12-19,Baldy Summit,31,27,29.8,0
2014-12-19,Baldy Draw,38,31,33.9,0
2014-12-18,Baldy Summit,30,27,28.4,0
2014-12-18,Sanfoin Bench,35,28,30.8,0
2014-12-18,Indian Ridge,34,28,30.5,0
2014-12-18,South Baldy Ridge,35,31,32.8,0
2014-12-18,Orchard House,36,28,30.6,0
2014-12-18,Baldy Draw,36,29,32.7,0
2014-12-17,Baldy Summit,31,26,28,0
2014-12-17,Baldy Draw,36,26,29.6,0
2014-12-17,Indian Ridge,36,27,30.1,0
2014-12-17,Orchard House,38,27,31,0
2014-12-17,South Baldy Ridge,36,27,31.8,0
2014-12-17,Sanfoin Bench,38,28,30.8,0
2014-12-16,Orchard House,31,21,26.3,0
2014-12-16,Sanfoin Bench,33,21,29.4,0
2014-12-16,Baldy Draw,29,22,26.6,0
2014-12-16,South Baldy Ridge,33,24,27.6,0
2014-12-16,Baldy Summit,27,21,24,0
2014-12-16,Indian Ridge,30,21,25.5,0
2014-12-15,Baldy Summit,26,19,22.1,0
2014-12-15,South Baldy Ridge,31,23,26.9,0
2014-12-15,Baldy Draw,33,24,28.5,0
2014-12-15,Orchard House,37,24,28.7,0
2014-12-15,Sanfoin Bench,37,24,30.7,0
2014-12-15,Indian Ridge,35,23,27.9,0
2014-12-14,Baldy Draw,33,28,31.4,0
2014-12-14,South Baldy Ridge,31,27,29.2,0
2014-12-14,Baldy Summit,27,21,24.7,0
2014-12-14,Orchard House,38,31,34.7,0
2014-12-14,Indian Ridge,36,30,34,0
2014-12-14,Sanfoin Bench,39,29,35.3,0
2014-12-13,Baldy Draw,41,32,34.3,0
2014-12-13,Baldy Summit,40,25,28.6,0
2014-12-13,South Baldy Ridge,40,31,32.4,0
2014-12-13,Orchard House,46,35,38.3,0.1
2014-12-13,Indian Ridge,45,35,37.4,0.1
2014-12-13,Sanfoin Bench,45,35,38.8,0.1
2014-12-12,Orchard House,52,33,42.7,0
2014-12-12,Baldy Draw,55,39,48.3,0
2014-12-12,Sanfoin Bench,52,30,39.9,0
2014-12-12,Baldy Summit,47,41,43.7,0
2014-12-12,Indian Ridge,53,35,42.8,0
2014-12-12,South Baldy Ridge,52,40,47.8,0
2014-12-11,Sanfoin Bench,53,34,40.6,0
2014-12-11,South Baldy Ridge,50,43,47.5,0
2014-12-11,Baldy Summit,45,40,43,0
2014-12-11,Orchard House,55,35,43.5,0
2014-12-11,Baldy Draw,52,43,48.7,0
2014-12-11,Indian Ridge,55,38,46.1,0
2014-12-10,Baldy Summit,44,37,40.5,0
2014-12-10,Sanfoin Bench,54,28,36.2,0
2014-12-10,South Baldy Ridge,49,41,44.9,0
2014-12-10,Baldy Draw,52,37,47.5,0
2014-12-10,Indian Ridge,56,30,40.6,0
2014-12-10,Orchard House,54,27,37.8,0
2014-12-09,Baldy Summit,41,34,37.3,0
2014-12-09,Baldy Draw,46,30,36.7,0
2014-12-09,Sanfoin Bench,32,28,29.7,0
2014-12-09,South Baldy Ridge,46,37,41.3,0
2014-12-09,Indian Ridge,32,25,27.7,0
2014-12-09,Orchard House,31,26,28.4,0
2014-12-08,Orchard House,31,26,28,0
2014-12-08,Sanfoin Bench,31,28,30,0
2014-12-08,Baldy Summit,39,30,34.2,0
2014-12-08,South Baldy Ridge,43,32,37.4,0
2014-12-08,Baldy Draw,38,28,32.9,0
2014-12-08,Indian Ridge,30,26,27.6,0
2014-12-07,Indian Ridge,40,28,34.8,0
2014-12-07,South Baldy Ridge,42,34,37.5,0
2014-12-07,Orchard House,38,26,30.9,0
2014-12-07,Sanfoin Bench,34,27,30.9,0
2014-12-07,Baldy Draw,43,32,38.4,0
2014-12-07,Baldy Summit,36,32,33.5,0
2014-12-06,Baldy Summit,37,32,34.2,0
2014-12-06,Sanfoin Bench,35,27,32.1,0.1
2014-12-06,Baldy Draw,38,29,34.2,0.1
2014-12-06,South Baldy Ridge,40,34,37.7,0.1
2014-12-06,Orchard House,36,26,30.4,0.1
2014-12-06,Indian Ridge,38,26,31.1,0
2014-12-05,South Baldy Ridge,41,35,37.6,0
2014-12-05,Sanfoin Bench,35,28,31.1,0.1
2014-12-05,Baldy Summit,38,33,35.6,0
2014-12-05,Baldy Draw,38,28,33.4,0.1
2014-12-05,Orchard House,35,28,30.6,0
2014-12-05,Indian Ridge,34,28,30.5,0
2014-12-04,Indian Ridge,29,22,25.1,0
2014-12-04,Baldy Draw,30,23,26.8,0
2014-12-04,Orchard House,29,23,26.3,0
2014-12-04,Sanfoin Bench,30,24,28.4,0
2014-12-04,South Baldy Ridge,35,24,30.5,0
2014-12-04,Baldy Summit,33,29,31.3,0
2014-12-03,Sanfoin Bench,28,16,22.7,0
2014-12-03,Baldy Draw,30,20,23.5,0
2014-12-03,Indian Ridge,24,14,20.1,0
2014-12-03,South Baldy Ridge,28,19,22.9,0
2014-12-03,Baldy Summit,30,18,24.1,0
2014-12-03,Orchard House,27,14,20.9,0
2014-12-02,Baldy Draw,32,21,27.8,0
2014-12-02,Sanfoin Bench,32,16,25.4,0
2014-12-02,Baldy Summit,28,19,21.9,0
2014-12-02,Indian Ridge,30,14,22.4,0
2014-12-02,Orchard House,32,12,21.5,0
2014-12-02,South Baldy Ridge,32,22,25.9,0
2014-12-01,Orchard House,19,7,13.4,0
2014-12-01,Baldy Draw,24,9,14,0
2014-12-01,Baldy Summit,24,9,16.9,0
2014-12-01,South Baldy Ridge,28,10,18.5,0
2014-12-01,Indian Ridge,18,6,12.1,0
2014-12-01,Sanfoin Bench,20,6,13.2,0
2014-11-30,Sanfoin Bench,24,9,16.6,0
2014-11-30,Orchard House,23,11,16,0
2014-11-30,Indian Ridge,21,11,14.7,0
2014-11-30,South Baldy Ridge,20,12,15.8,0
2014-11-30,Baldy Draw,23,10,17,0
2014-11-30,Baldy Summit,14,8,11,0
2014-11-29,Orchard House,45,17,34.2,0.2
2014-11-29,Baldy Draw,42,18,31,0.1
2014-11-29,Sanfoin Bench,46,21,35.8,0.1
2014-11-29,Indian Ridge,43,16,32.4,0.1
2014-11-29,South Baldy Ridge,39,17,28.2,0
2014-11-29,Baldy Summit,36,12,24.9,0
2014-11-28,Baldy Summit,39,33,35.9,0
2014-11-28,Indian Ridge,50,42,45.8,0
2014-11-28,Sanfoin Bench,52,43,47.7,0
2014-11-28,Orchard House,50,42,46.7,0.1
2014-11-28,South Baldy Ridge,44,36,39.9,0.1
2014-11-28,Baldy Draw,47,39,42.9,0.1
2014-11-27,Orchard House,57,32,44.8,0.1
2014-11-27,Baldy Summit,44,38,39.9,0
2014-11-27,South Baldy Ridge,49,41,43.8,0
2014-11-27,Baldy Draw,54,41,46.4,0
2014-11-27,Indian Ridge,55,33,45.7,0
2014-11-27,Sanfoin Bench,56,32,43.4,0.1
2014-11-26,Orchard House,36,31,33,0.2
2014-11-26,South Baldy Ridge,42,28,36.6,0.2
2014-11-26,Sanfoin Bench,37,32,33.1,0.2
2014-11-26,Baldy Summit,40,26,34.6,0.3
2014-11-26,Baldy Draw,42,36,40.4,0.3
2014-11-26,Indian Ridge,38,31,33.4,0.2
2014-11-25,Indian Ridge,38,31,33.9,0.2
2014-11-25,Baldy Summit,32,25,28.2,0
2014-11-25,Baldy Draw,36,30,33.6,0.2
2014-11-25,South Baldy Ridge,35,28,31,0.1
2014-11-25,Orchard House,38,32,34.8,0.4
2014-11-25,Sanfoin Bench,39,32,35.2,0.4
2014-11-24,Orchard House,42,34,38,0
2014-11-24,Baldy Summit,28,24,25.9,0
2014-11-24,South Baldy Ridge,34,30,31,0
2014-11-24,Sanfoin Bench,42,34,38.5,0
2014-11-24,Baldy Draw,35,30,33,0
2014-11-24,Indian Ridge,40,34,36.7,0
2014-11-23,Baldy Summit,28,25,25.8,0
2014-11-23,Orchard House,40,33,36.4,0
2014-11-23,South Baldy Ridge,33,28,30.3,0
2014-11-23,Sanfoin Bench,41,34,37,0
2014-11-23,Baldy Draw,35,29,32.2,0
2014-11-23,Indian Ridge,39,32,35.5,0
2014-11-22,Baldy Summit,33,26,29.4,0
2014-11-22,Sanfoin Bench,45,35,40.5,0.1
2014-11-22,South Baldy Ridge,36,29,33.4,0.1
2014-11-22,Orchard House,45,34,39.7,0.1
2014-11-22,Baldy Draw,39,31,35.6,0.1
2014-11-22,Indian Ridge,43,34,38.8,0.1
2014-11-21,Baldy Draw,41,32,37.4,0
2014-11-21,Sanfoin Bench,41,28,32.6,0
2014-11-21,Orchard House,43,27,32.5,0
2014-11-21,South Baldy Ridge,39,33,35.5,0
2014-11-21,Baldy Summit,35,30,31.7,0
2014-11-21,Indian Ridge,41,27,33.1,0
2014-11-20,Baldy Draw,34,24,29,0
2014-11-20,Baldy Summit,34,30,31.6,0
2014-11-20,Indian Ridge,32,22,26.3,0
2014-11-20,Sanfoin Bench,32,20,28.4,0
2014-11-20,Orchard House,32,21,26.2,0
2014-11-20,South Baldy Ridge,36,28,33,0
2014-11-19,Sanfoin Bench,32,12,25.4,0
2014-11-19,Indian Ridge,29,16,22.9,0
2014-11-19,Baldy Summit,34,26,30.1,0
2014-11-19,Baldy Draw,33,20,25.6,0
2014-11-19,South Baldy Ridge,34,23,28.7,0
2014-11-19,Orchard House,31,14,22.8,0
2014-11-18,Baldy Draw,29,15,22.2,0
2014-11-18,South Baldy Ridge,32,20,25.8,0
2014-11-18,Baldy Summit,35,21,26.7,0
2014-11-18,Indian Ridge,25,11,18.3,0
2014-11-18,Sanfoin Bench,27,11,21.8,0
2014-11-18,Orchard House,26,10,18.2,0
2014-11-17,Baldy Draw,26,14,19.1,0
2014-11-17,Indian Ridge,25,7,15.4,0
2014-11-17,South Baldy Ridge,25,12,17.9,0
2014-11-17,Sanfoin Bench,27,4,18,0
2014-11-17,Baldy Summit,27,12,18.4,0
2014-11-17,Orchard House,26,5,14.8,0
2014-11-16,Sanfoin Bench,27,6,17.5,0
2014-11-16,Indian Ridge,25,6,13.9,0
2014-11-16,South Baldy Ridge,22,8,15.2,0
2014-11-16,Baldy Draw,23,8,17.2,0
2014-11-16,Orchard House,26,6,14.2,0
2014-11-16,Baldy Summit,18,5,12.3,0
2014-11-15,Baldy Draw,18,6,11.1,0
2014-11-15,Sanfoin Bench,21,9,14.1,0
2014-11-15,Indian Ridge,18,3,10.6,0
2014-11-15,Orchard House,19,4,11.4,0
2014-11-15,Baldy Summit,13,2,5.8,0
2014-11-15,South Baldy Ridge,14,6,8.7,0
2014-11-14,Baldy Draw,16,8,12.2,0
2014-11-14,South Baldy Ridge,15,7,10.1,0
2014-11-14,Sanfoin Bench,21,18,19.4,0
2014-11-14,Baldy Summit,10,2,7.5,0
2014-11-14,Indian Ridge,18,7,13,0
2014-11-14,Orchard House,20,10,15,0
2014-11-13,Baldy Draw,12,0,7.1,0
2014-11-13,Sanfoin Bench,17,-2,7.4,0
2014-11-13,South Baldy Ridge,12,2,6.2,0
2014-11-13,Baldy Summit,12,0,5.3,0
2014-11-13,Orchard House,15,-2,6.5,0
2014-11-13,Indian Ridge,13,0,6.7,0
2014-11-12,South Baldy Ridge,9,-1,3.9,0
2014-11-12,Indian Ridge,14,1,7.4,0
2014-11-12,Baldy Draw,12,1,6.5,0
2014-11-12,Baldy Summit,5,-6,-0.3,0
2014-11-12,Sanfoin Bench,17,3,10.2,0
2014-11-12,Orchard House,16,2,8.4,0
2014-11-11,Sanfoin Bench,17,7,12.7,0
2014-11-11,Orchard House,17,7,11.6,0
2014-11-11,Indian Ridge,14,7,10.1,0
2014-11-11,Baldy Draw,10,3,6.2,0
2014-11-11,Baldy Summit,1,-5,-2.2,0
2014-11-11,South Baldy Ridge,8,1,3.5,0
2014-11-10,Indian Ridge,31,14,21.7,0
2014-11-10,Baldy Draw,33,10,19.7,0
2014-11-10,Baldy Summit,30,2,12.1,0
2014-11-10,South Baldy Ridge,27,6,16.3,0
2014-11-10,Orchard House,37,16,23.5,0
2014-11-10,Sanfoin Bench,37,18,25.3,0.1
2014-11-09,Indian Ridge,56,35,41.9,0.3
2014-11-09,Baldy Summit,48,30,39.3,0.1
2014-11-09,Orchard House,58,34,40.8,0.4
2014-11-09,South Baldy Ridge,52,32,42.4,0.2
2014-11-09,Baldy Draw,54,32,43.2,0.3
2014-11-09,Sanfoin Bench,58,33,40.3,0.4
2014-11-08,Sanfoin Bench,50,27,36.2,0
2014-11-08,Orchard House,49,26,36.3,0
2014-11-08,South Baldy Ridge,49,33,41.6,0
2014-11-08,Baldy Draw,46,32,39.8,0
2014-11-08,Indian Ridge,47,28,37.3,0
2014-11-08,Baldy Summit,45,31,38.4,0
2014-11-07,Baldy Summit,41,33,36.9,0
2014-11-07,Sanfoin Bench,53,35,48.2,0
2014-11-07,Orchard House,53,34,47.6,0
2014-11-07,Indian Ridge,51,35,46.1,0
2014-11-07,South Baldy Ridge,45,35,41.5,0
2014-11-07,Baldy Draw,47,35,43.1,0
2014-11-06,Orchard House,66,40,52.6,0
2014-11-06,South Baldy Ridge,59,44,50.3,0
2014-11-06,Indian Ridge,64,42,52.3,0
2014-11-06,Baldy Draw,62,45,52.6,0
2014-11-06,Baldy Summit,54,39,45.4,0
2014-11-06,Sanfoin Bench,67,38,51.1,0.1
2014-11-05,Baldy Summit,43,37,40.1,0
2014-11-05,Baldy Draw,50,42,46.6,0
2014-11-05,Sanfoin Bench,55,42,47.8,0
2014-11-05,Indian Ridge,53,43,47.8,0
2014-11-05,South Baldy Ridge,47,40,44.5,0
2014-11-05,Orchard House,54,42,48.2,0
2014-11-04,Baldy Summit,39,34,36.6,0.4
2014-11-04,Baldy Draw,46,41,43.5,0.1
2014-11-04,Sanfoin Bench,52,39,44.7,0
2014-11-04,South Baldy Ridge,44,38,41,0
2014-11-04,Indian Ridge,50,42,46.4,0
2014-11-04,Orchard House,52,39,47.2,0
2014-11-03,South Baldy Ridge,41,32,37,0
2014-11-03,Sanfoin Bench,47,30,38.4,0
2014-11-03,Orchard House,46,31,38.8,0
2014-11-03,Baldy Summit,35,28,31.4,0
2014-11-03,Baldy Draw,43,33,38.2,0
2014-11-03,Indian Ridge,45,32,39,0
2014-11-02,Orchard House,46,32,40.1,0.3
2014-11-02,Baldy Draw,40,34,35.7,0.4
2014-11-02,Baldy Summit,33,28,29.7,0
2014-11-02,Indian Ridge,44,35,39.4,0.3
2014-11-02,South Baldy Ridge,37,32,34,0.3
2014-11-02,Sanfoin Bench,46,32,40.4,0.4
2014-11-01,Baldy Summit,49,33,41,0.3
2014-11-01,Indian Ridge,47,36,41.1,0.6
2014-11-01,Sanfoin Bench,49,32,40.4,0.6
2014-11-01,Baldy Draw,49,36,41.5,0.7
2014-11-01,Orchard House,50,32,40.8,0.7
2014-11-01,South Baldy Ridge,50,34,41.9,0.8
2014-10-31,Baldy Summit,58,48,50.9,0
2014-10-31,Baldy Draw,62,42,49.4,0
2014-10-31,South Baldy Ridge,62,49,55.3,0
2014-10-31,Sanfoin Bench,59,35,45.1,0
2014-10-31,Indian Ridge,56,38,46.1,0
2014-10-31,Orchard House,59,35,45.7,0
2014-10-30,Indian Ridge,52,37,44.1,0
2014-10-30,South Baldy Ridge,53,38,45.8,0
2014-10-30,Baldy Summit,50,37,43,0
2014-10-30,Baldy Draw,51,39,43.4,0
2014-10-30,Sanfoin Bench,55,36,43.2,0
2014-10-30,Orchard House,54,36,44,0
2014-10-29,Baldy Draw,49,38,43.7,0.1
2014-10-29,Indian Ridge,53,38,44.8,0.1
2014-10-29,Baldy Summit,42,36,39.1,0.1
2014-10-29,Orchard House,55,40,45.3,0.1
2014-10-29,Sanfoin Bench,54,40,45.2,0.1
2014-10-29,South Baldy Ridge,48,40,43.2,0.1
2014-10-28,Baldy Draw,47,28,39.7,0.1
2014-10-28,Orchard House,51,26,37.4,0
2014-10-28,Sanfoin Bench,52,25,40.4,0.1
2014-10-28,Indian Ridge,49,28,37.3,0.1
2014-10-28,Baldy Summit,41,26,33.4,0.1
2014-10-28,South Baldy Ridge,46,30,37.7,0.1
2014-10-27,South Baldy Ridge,42,32,35.2,0
2014-10-27,Orchard House,48,33,41.5,0
2014-10-27,Indian Ridge,46,35,40.2,0
2014-10-27,Baldy Summit,35,29,30.9,0
2014-10-27,Sanfoin Bench,48,31,41.2,0
2014-10-27,Baldy Draw,42,34,37.2,0
2014-10-26,Baldy Summit,48,31,35.7,0
2014-10-26,Indian Ridge,53,40,45.3,0
2014-10-26,Orchard House,54,41,46.6,0
2014-10-26,Sanfoin Bench,54,42,46.9,0
2014-10-26,Baldy Draw,55,37,42.7,0
2014-10-26,South Baldy Ridge,52,34,39.9,0
2014-10-25,Baldy Draw,57,40,45.3,0
2014-10-25,Baldy Summit,55,38,46.3,0
2014-10-25,Sanfoin Bench,53,44,46.6,0
2014-10-25,Indian Ridge,50,42,45.9,0
2014-10-25,Orchard House,53,44,47,0
2014-10-25,South Baldy Ridge,58,39,47.7,0
2014-10-24,Baldy Summit,41,36,38.5,0.1
2014-10-24,Sanfoin Bench,52,45,48,0.1
2014-10-24,Indian Ridge,49,44,46,0.1
2014-10-24,Orchard House,51,44,47.3,0.1
2014-10-24,South Baldy Ridge,44,40,42.1,0.1
2014-10-24,Baldy Draw,47,41,43.4,0.1
2014-10-23,Baldy Summit,47,38,43,0.1
2014-10-23,Baldy Draw,55,44,50.2,0.1
2014-10-23,Indian Ridge,59,48,53.1,0
2014-10-23,South Baldy Ridge,53,42,47.4,0.1
2014-10-23,Sanfoin Bench,61,48,53.7,0
2014-10-23,Orchard House,60,48,54.1,0.1
2014-10-22,Indian Ridge,60,38,48.6,0
2014-10-22,Orchard House,61,38,49.9,0
2014-10-22,Baldy Summit,49,34,39.8,0
2014-10-22,Baldy Draw,56,40,47,0
2014-10-22,Sanfoin Bench,62,34,48.2,0
2014-10-22,South Baldy Ridge,55,37,44.3,0
2014-10-21,Indian Ridge,60,44,48.4,0.3
2014-10-21,Baldy Draw,59,41,45.6,0.5
2014-10-21,Sanfoin Bench,58,42,48.8,0.4
2014-10-21,South Baldy Ridge,63,39,44.4,0.5
2014-10-21,Baldy Summit,57,36,40.6,0.4
2014-10-21,Orchard House,60,44,49.3,0.5
2014-10-20,Baldy Draw,69,44,56.3,0
2014-10-20,Baldy Summit,66,50,56.8,0
2014-10-20,Sanfoin Bench,71,30,48.4,0
2014-10-20,Indian Ridge,69,40,52.4,0
2014-10-20,Orchard House,72,34,51.2,0
2014-10-20,South Baldy Ridge,71,52,60.6,0
2014-10-19,Sanfoin Bench,67,31,47.6,0
2014-10-19,Orchard House,67,35,49.3,0
2014-10-19,Indian Ridge,64,39,50.3,0
2014-10-19,Baldy Summit,60,41,50.8,0
2014-10-19,Baldy Draw,65,40,51.9,0
2014-10-19,South Baldy Ridge,65,43,53.6,0
2014-10-18,South Baldy Ridge,58,48,52.6,0
2014-10-18,Sanfoin Bench,64,39,50,0
2014-10-18,Orchard House,64,40,50.4,0
2014-10-18,Baldy Summit,54,45,49,0
2014-10-18,Indian Ridge,61,40,50.2,0
2014-10-18,Baldy Draw,59,42,51,0
2014-10-17,Indian Ridge,57,33,44.6,0
2014-10-17,Sanfoin Bench,60,27,42.3,0
2014-10-17,Orchard House,60,30,44.2,0
2014-10-17,Baldy Draw,57,34,44.6,0
2014-10-17,South Baldy Ridge,57,36,46.4,0
2014-10-17,Baldy Summit,53,34,43.5,0
2014-10-16,South Baldy Ridge,50,40,44.1,0
2014-10-16,Orchard House,58,40,48.3,0
2014-10-16,Baldy Summit,46,36,39.9,0
2014-10-16,Sanfoin Bench,59,40,48.3,0
2014-10-16,Indian Ridge,56,42,47.8,0
2014-10-16,Baldy Draw,53,41,45.8,0
2014-10-15,Sanfoin Bench,60,39,48.2,0
2014-10-15,Baldy Draw,57,40,48.7,0.1
2014-10-15,Orchard House,58,41,48.5,0.1
2014-10-15,Baldy Summit,54,35,44.9,0.1
2014-10-15,Indian Ridge,57,44,49.3,0.1
2014-10-15,South Baldy Ridge,57,38,49.8,0.1
2014-10-14,Baldy Summit,61,50,52.9,0
2014-10-14,Baldy Draw,68,56,60.5,0
2014-10-14,South Baldy Ridge,65,54,57.9,0
2014-10-14,Indian Ridge,68,49,58.2,0
2014-10-14,Sanfoin Bench,69,36,52.4,0
2014-10-14,Orchard House,70,43,57.3,0
2014-10-13,South Baldy Ridge,59,39,48.5,0
2014-10-13,Indian Ridge,65,40,51.8,0
2014-10-13,Orchard House,67,39,52.5,0
2014-10-13,Baldy Draw,62,42,51.1,0
2014-10-13,Sanfoin Bench,67,37,49.7,0
2014-10-13,Baldy Summit,54,35,43.7,0
2014-10-12,South Baldy Ridge,46,39,42.2,0.2
2014-10-12,Baldy Draw,49,40,44.4,0.2
2014-10-12,Sanfoin Bench,55,43,48,0.2
2014-10-12,Orchard House,55,43,48,0.1
2014-10-12,Indian Ridge,52,43,47.2,0.2
2014-10-12,Baldy Summit,40,35,37.4,0.1
2014-10-11,South Baldy Ridge,56,40,49.9,0.1
2014-10-11,Orchard House,64,46,52.1,0.2
2014-10-11,Baldy Summit,52,37,45.7,0.2
2014-10-11,Baldy Draw,59,42,51.7,0.2
2014-10-11,Indian Ridge,62,45,52.8,0.1
2014-10-11,Sanfoin Bench,64,43,51,0.1
2014-10-10,Baldy Summit,60,46,52.1,0
2014-10-10,Sanfoin Bench,72,35,53.2,0
2014-10-10,Orchard House,71,40,54.9,0
2014-10-10,Indian Ridge,68,41,55,0
2014-10-10,South Baldy Ridge,64,47,54.3,0
2014-10-10,Baldy Draw,67,43,54.7,0
2014-10-09,Sanfoin Bench,72,40,57.4,0
2014-10-09,Orchard House,73,43,58.3,0
